,sentence,reject,CONFESSION,PUNISHMENT,CIRCUM_OFFENSE,GENERAL_CIRCUM,CIR_TYPE_WEP,CIR_HELD_WAY_WEP,CIR_AMMU_AMOUNT_WEP,CIR_PURPOSE,CIR_STATUS_WEP,REGRET,CIR_PLANNING,RESPO,CIR_OBTAIN_WAY_WEP,CIR_USE,CIR_MONEY_PAID_WEP
1444,הנאשם בדברו האחרון ציין כי עבר תקופה לא קלה והביע רצון לשקם את חייו.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
1445,קביעת מתחם העונש ההולם,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1446,ראה בהקשר זה עמדת בית המשפט העליון:,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1447,"בשנים האחרונות חלה בבית המשפט העליון מגמה של החמרה ברמת הענישה בעבירות נשק, אשר באה לידי ביטוי בשורה ארוכה של פסקי דין:",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1448,"מתוך כלל פסקי הדין שהוגשו על ידי הצדדים, ואחרים שאותרו על ידי, מצאתי את הבאים כרלוונטיים לצורך קביעת מתחם העונש ההולם:",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1449,"על יסוד כלל השיקולים שפורטו, ראיתי לקבוע מתחם עונש הולם הנע בין 16 ל- 40 חודשי מאסר.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1450,"בבחינת הנסיבות שאינן קשורות בביצוע העבירה, נתתי דעתי לנתונים הבאים:",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1451,"העובדה כי הנאשם הודה במיוחס לו, עוד בשטח עת נתפס על-ידי השוטר, ובהמשך בפתח ההליך המשפטי, מהווה נימוק משמעותי לקולא.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1452,"על בסיס השיקולים שפורטו לעיל, ראיתי לגזור על הנאשם את העונשים הבאים:",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1453,ניתן צו כללי למוצגים לשיקול קצין משטרה ו/או התביעה.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1454,"5129371ניתן והודע היום, י""א אדר תשפ""א, 23 פברואר 2021, במעמד הצדדים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1455,קוסאי אבו עראר (עציר),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1456,"חוק העונשין, תשל""ז-1977: סע'  144, 144(א), (ב), 340א' (ב)(1), 413ה', 452",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1457,פקודת התעבורה [נוסח חדש]: סע'  10(א),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1458,"פקודת ביטוח רכב מנועי [נוסח חדש], תש""ל-1970: סע'  2(א), (ב)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1459,"בטרם שמיעת הראיות בתיק הגיעו הצדדים להסדר דיוני במסגרתו כתב האישום שהוגש נגד הנאשם תוקן והנאשם הודה בעובדות כתב האישום המתוקן, שאלה הם עיקריהן:",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1460,"בין הנאשם לבין מר עאמר אבו עראר, מנהל בית הספר הטכנולוגי בערוער (להלן: ""המנהל"" ו""בית הספר"") קיימת היכרות מוקדמת וקרבה משפחתית.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1461,"בתאריך 23.05.21 בסמוך לשעה 11:50 הנאשם נהג ברכב כאשר אין ברשותו ומעולם לא היה לו רישיון נהיגה תקף, ומבלי שיש ברשותו פוליסת ביטוח ברת תוקף לנהיגה, והגיע לבית הספר על מנת להיפגש עם קרובת משפחתו הלומדת בו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1462,"בהמשך, הנאשם פגש במנהל והם דיברו ביניהם, ובמהלך השיחה התפתח ביניהם ויכוח והנאשם התעצבן על המנהל.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1463,המנהל ליווה את הנאשם לשער בית הספר והנאשם עזב את המקום כשהוא נוהג ברכב.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1464,"באותה העת שהו בקרוואן שומר בית הספר ושניים נוספים, ובחצר בית הספר נכחו אנשים נוספים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1465,"בחוק העונשין; נהיגה ללא רישיון נהיגה, לפי סעיף 10(א) בפקודת התעבורה, התשכ""א – 1961; ונהיגה ללא פוליסת ביטוח בתוקף, לפי סעיף 2(א) ו – (ב) בפקודת ביטוח רכב מנועי [נוסח משולב] תש""ל – 1970.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1466,תיאר כי ארוסתו התקשרה אליו ומסרה לו שמנהל בית הספר ניסה לפגוע בה ובעקבות כך חש סערת רגשות קיצונית והתקשה לשלוט בכעסו.,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0
1467,נכנס לרכב שאינו שלו ונסע במהירות לבית הספר.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1468,הביע בושה ותיאר שמדובר בטעות קטנה.,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
1469,שירות המבחן ציין שהנאשם משתתף מזה שלושה חודשים בקבוצה טיפולית בבית הסוהר.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
1470,הנאשם שיתף שהטיפול מסייע לו והביע נכונות להמשיך בטיפול גם לאחר שחרורו.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1471,שירות המבחן העריך שמעשי הנאשם עשויים להצביע על בעיה בשיקול הדעת ובוחן המציאות וייתכן שהדבר דורש אבחון וטיפול פסיכיאטרים.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1472,המליץ להפנות את הנאשם להסתכלות בתחום בריאות הנפש וציין שהדבר חשוב גם להערכת מסוכנות להישנות התנהגות דומה בעתיד.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1473,הפנה לדיסק ובו סרטון האירוע המלמד על הסיכון הרב שבמעשי הנאשם.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1474,"עמד על מדיניות הענישה הנוהגת, תוך שהפנה לפסיקה רלוונטית.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1475,ציין את הנחיות פרקליט המדינה שמטרתן החמרת הענישה בעבירות נשק ואת הוראת השעה הקובעת עונשי מינימום על עבירות נשק- הגם שהיא אינה חלה על מעשי הנאשם.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1476,וטען שמתחם העונש ההולם נע בין 5 ל- 8 שנות מאסר בפועל.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1477,ציין את התרשמות שירות המבחן ממצבו הנפשי.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1478,ועמד על הצורך בהרתעת הנאשם והציבור.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1479,"ועתר להטיל על הנאשם עונש בשליש התחתון של המתחם שהוצע, מאסר על תנאי ארוך ומרתיע, קנס כספי, פיצוי למתלונן, ופסילת רישיון נהיגה בפועל ועל תנאי.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1480,"ב""כ הנאשם טענה שאין מדובר בירי מתוך כוונה לפגוע באדם, אלא שהנאשם ירה לעבר רכב שלא היה בו איש, ואין מחלוקת שפוטנציאל הנזק היה מצומצם.",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0
1481,וציינה שכתב האישום המתוקן לא ייחס לנאשם ידיעה שהיו אנשים בתוך הקרוואן.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1482,"הוסיפה, שמנהל בית הספר הוא קרוב משפחתו של הנאשם, ואין ביניהם סכסוך.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
1483,וציינה שהמנהל לא שיתף פעולה עם גורמי החקירה.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1484,הפנתה לנתונים המפורטים בתסקיר ולהתרשמות שירות המבחן מהנאשם.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1485,ציינה את האמירות המתייחסות למצבו הנפשי.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1486,"הגישה פסיקה, סיכום מידע רפואי של הנאשם ואמו, ואת תיקו הרפואי של הנאשם משב""ס.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1487,והנאשם הביע צער על מעשיו.,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
1488,לטובת הנאשם העידו דודו של הנאשם וקרוב משפחה נוסף.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1489,"והם אמרו שהנאשם בחור טוב, שעשה טעות.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1490,"עבירות הנשק הן העבירות המרכזיות בפרשה, בעוד העבירות האחרות נלוו להן.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1491,"כל העבירות בוצעו במהלך אותו אירוע, בתחום אותו ישוב ובמהלך אותו פרק זמן.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1492,"ובנסיבות יש לראות בכלל העבירות כמהוות אירוע אחד, לקבוע מתחם עונש הולם לאירוע כולו ולגזור עונש כולל לכל העבירות בהן הורשע הנאשם.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1493,"חלקים מרכזיים מהאירוע, כולל שלב הירי, נקלטו במצלמות אבטחה.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0
1494,"והסרטון המתעד אותם הוגש לבית המשפט כראיה, בהסכמה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1495,צפיתי בסרטון מספר פעמים.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1496,"האירוע התרחש בשעת לפני הצהריים, בתנאי ראות טובים מאוד, וניתן לראות בסרטון בצורה ברורה את פרטי ההתרחשויות.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1497,"בשלב הראשון של האירוע רואים, שהנאשם מגיע ברכב לקרבת בית ספר.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1498,בית הספר מוקף גדר והכניסה אליו היא דרך שער מפוקח.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1499,"משמאל לשער ישנו מבנה ""קרוואן"" די גדול (להלן: ""המבנה""), שבו נמצא שומר בית הספר.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1500,"בצד המבנה ישנה רחבה המאפשרת הגעה עד לחלון במבנה, דרכו ניתן לשוחח עם השומר עוד לפני הכניסה לשטח בית הספר.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1501,"ובחזית המבנה הפונה לחצר בית הספר, ישנה דלת, דרכה השומר יוצא מהמבנה לחצר בית הספר לצורך פתיחת וסגירת השער.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1502,"בפעם הראשונה, הנאשם יורד מהרכב ומגיע רגלית לקרבת החלון הצדדי של המבנה.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1503,"הוא מתעכב מעט ליד החלון ומיד אחר כך השומר יוצא מהמבנה, מגיע לשער מתוך שטח בית הספר ופותח אותו לנאשם.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1504,"הנאשם נכנס לשטח בית הספר, מגיע לאזור הכיתות ובשלב מסוים פוגש במנהל בית הספר.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1505,"השניים הולכים יחד במסדרונות ובהמשך המנהל מלווה את הנאשם אל שער בית הספר, הנאשם מתעכב שם רגע עד שהשומר מגיע מתוך המבנה ופותח לו את השער ואז הנאשם עוזב את המקום ברכבו.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1506,מיד אחר כך הנאשם חוזר ברכבו וחונה בחניה הסמוכה לבית הספר וכעבור זמן מה הוא יוצא מהרכב מגיע לחלון המבנה ומתעכב שם זמן מה כשהוא נראה מתקשר עם מישהו בתוך המבנה.,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0
1507,"אחר כך הוא מתקרב לשער בית הספר, מגיעות למקום שתי בחורות מכיוון בית הספר, אחת מהן מתקרבת לשער ומדברת עם הנאשם וכעבור זמן קצר הנאשם עוזב את המקום מבלי להיכנס לבית הספר.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1508,"ושבעת הירי, שהו במבנה, שומר בית הספר ושניים נוספים, ובחצר בית הספר היו אנשים.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0.0
1509,"הסכנות הכרוכות בהחזקת ונשיאת נשק, מוכרות וידועות לכל ואין צורך להכביר עליהן מלים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1510,"הסכנה שבירי של מספר רב של כדורים, מנשק בקוטר 9 מ""מ, מטווח קצר, לכיוון מקום בו עלולים להימצא בני אדם, מזעזעת בחומרתה.",0,0,0,1,0,1,0,1,0,0,0,0,0,0,1.0,0.0
1511,"עבירות הנשק של הנאשם פגעו בערכים החברתיים של קדושת החיים ושמירת הגוף, וכן בערכי שמירת שלום הציבור ובטחונו, ושמירת בטחון התלמידים והצוות במוסדות חינוך.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1512,ועבירות התעבורה שלו פגעו בערכים של שמירת הבטיחות בדרכים ושמירת בטחון משתמשי הדרך.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1513,"נשיאת נשק שלא כדין, כשלעצמה, הינה מעשה חמור מאוד.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1514,"העונש הקבוע לעבירה זו – 10 שנות מאסר, וההוראה בדבר הטלת עונש מאסר מזערי, שאמנם איננה חלה במקרה זה, משקפים את החומרה המושגית, העקרונית, ומצביעים לעבר ענישה משמעותית.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1515,"הירי מהנשק, המשכלל עבירה נוספת – שהעונש הקבוע לצדה הוא 5 שנות מאסר, מעצים עד מאוד את חומרת מעשה הנאשם בכללותו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1516,"למרות האיסור הפלילי החמור והעונשים הקבועים לעבירות הנשק, התופעה של החזקת ונשיאת נשק שלא כדין נפוצה מאוד והיא הגיעה לממדים בלתי נסבלים, במיוחד בחברה הערבית.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1517,"אחד ממאפייני התופעה באזורנו, בחברה הבדואית, הוא, שכלי הנשק הבלתי חוקיים מוחזקים לאו דווקא בידי עבריינים מובהקים, לצורך שימוש למטרות עברייניות טיפוסיות, אלא על ידי אנשים מהשורה, המקיימים אורח חיים רגיל ונורמטיבי, לצורך שימוש בהם במסגרת סכסוכים שגרתיים פנימיים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1518,"השלכות המצב על שלום הציבור וביטחונו ועל תחושת הביטחון האישי במרחב הציבורי, ניכרות ובולטות.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1519,הציבור משווע לשינוי.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1520,והעיניים נשואות למערכות אכיפת החוק.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1521,"נוכח מאפייני עבירות הנשק, טיב הסכנה הכרוכה בהן, והתגברות עבירות אלה בשנים האחרונות עד כדי הפיכתן למכת מדינה, מדיניות הענישה הנוהגת לגביהן הינה של חומרה מובהקת, המעניקה את הבכורה לשיקולי הגמול וההרתעה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1522,"הלכה למעשה, בתי המשפט הדיוניים מממשים את מדיניות הענישה הנוהגת בפסיקת בית המשפט העליון, ומטילים על עבירת נשיאת נשק עונשי מאסר משמעותיים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1523,כך למשל -,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1524,בית המשפט העליון דחה את הערעור וקבע-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1525,נסיבות הקשורות בביצוע העבירות –,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1526,"אין חולק כי נהיגת הנאשם ברכב ללא רישיון נהיגה וללא ביטוח, היתה מודעת ויזומה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1527,העובדות המתוארות בכתב האישום בענין זה ברורות ומדברות בעד עצמן.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1528,"האירוע התרחש ביום חול, בו התקיימו בבית הספר לימודים כסדרם.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1529,"כפי שניתן לראות בסרטון המתעד את ההתרחשויות, הנאשם הגיע לבית הספר ביום האירוע 3 פעמים.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1530,"בשתי הפעמים הראשונות הוא נוכח לדעת שהמבנה משמש את שומר בית הספר, הנמצא במקום.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1531,ובנסיבות היה עליו לדעת בעת הירי שיתכן ויש אנשים במבנה.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0.0
1532,"בפועל, בעת הירי, נכחו במבנה אליו חדר אחד הכדורים שלושה אנשים, וגם בחצר בית הספר היו אנשים.",0,0,0,1,0,1,0,1,0,0,0,0,0,0,1.0,0.0
1533,"צורת הירי וכיוונו, וטיב התחמושת שנורתה, יצרו סכנה ממשית לפגיעה בחיי אדם.",1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0.0
1534,"למרבה הצער כבר היו דברים מעולם, כולל בזמן האחרון, יותר מפעם אחת.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1535,"מעבר לכך, ירי באמצע היום, בלב ישוב, בסביבת בית ספר ומגורים, מכניס פחד ודאגה בלב האנשים ופוגע בשלוות הנפש של הציבור.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0
1536,הנאשם ביצע את העבירות בעצמו ולבדו.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1537,"בהתחשב, בחומרת מעשי העבירות של הנאשם בנסיבותיהם, במידת אשמו של הנאשם, בערכים החברתיים שנפגעו מביצוע העבירות ובמידת הפגיעה בהם, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירות, מתחם העונש ההולם למעשי הנאשם נע בין 4 ל- 7 שנות מאסר בפועל.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1538,"ב""כ הנאשם הפנתה לפסקי דין שונים וביקשה שהעונשים שהוטלו בהם ישמשו אמת מידה לענייננו.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1539,"ראשית, יש לחזור ולהזכיר את מדיניות הענישה המחמירה הנוהגת בעבירות נשק, שהותוותה בפסיקה רצופה של בית המשפט העליון, וביתר שאת בעת האחרונה; את עונשי  המאסר המשמעותיים המוטלים הלכה למעשה על נאשמים המורשעים בעבירות אלה; ואת העובדה שבכל אחד מפסקי הדין שהוצגו, הוטלו עונשי מאסר ממשיים תוך ציון חומרתן הרבה של עבירות הנשק והצורך בענישה מחמירה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1540,"שנית, כברוב העבירות גם בעבירות הנשק ניתן למצוא פסקי דין שהעונש שהוטל בהם חמור מזה שמוטל בדרך כלל ופסקי דין שהעונש שהוטל בהם קל מזה שמוטל בדרך כלל.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1541,לא אלה ולא אלה משקפים את הנתיב העונשי המרכזי.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1542,"באופן כללי, העונש שנקבע לנאשם מושפע בין היתר מנתוני העבירה בנסיבותיה, ממידת אשמו של הנאשם ומנתונים ונסיבות הנוגעים לנאשם.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1543,ואלה מטבע הדברים משתנים ממקרה למקרה.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1544,"ואין אפשרות שכל העונשים שיוטלו בכל ההליכים, בכל בתי המשפט, ישמרו על יחס מתאים אלה לאלה.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1545,נקודת ההתייחסות צריכה להיות לקו המרכזי בענישה ולא לחריגים.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1546,"ושלישית, הנסיבות והנתונים הקונקרטיים של העבירות ושל הנאשמים בפסקי הדין שההגנה הציגה, המשפיעים על מידת העונש, שונים מענייננו –",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1547,ההגנה ציינה שפסיכיאטר מטעמה בדק את הנאשם והצהירה כי אם תתקבל ממנו חוות דעת על הנאשם היא תוגש לבית המשפט.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1548,ובהתאם לכך בית המשפט נתן להגנה פרק זמן של שבועיים לעדכן בענין זה.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1549,חלף כחודש ולא התקבלה כל הודעה בנושא.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1550,ובנסיבות יש להניח שלא ניתנה חוות דעת פסיכיאטרית רלוונטית על הנאשם.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1551,"ההגנה הגישה אסופת מסמכים רפואיים של הנאשם, מהקהילה ומשב""ס.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1552,"במסמך מבית החולים ""סורוקה"" מיום 10.6.21, מתואר אירוע בו במהלך חקירת הנאשם במשטרה הוא נשכב מהכסא והיה ללא תגובה למספר דקות, ומצוין שאירוע דומה התרחש כשהנאשם היה בחדר המיון – שחלף מיידית.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1553,"הנאשם נבדק ושוחרר מבלי שנמצא ממצא מיוחד, נוירולוגי או אחר.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1554,מקבל טיפול כרוני בדפאליפט.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1555,אין במסמכים שהנאשם הציג כל אישור על כך שהנאשם מאובחן כחולה אפילפסיה או שהוא זקוק לטיפול באפילפסיה.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
1556,"והוא עצמו טען בשירות המבחן שלאחר מות אביו החלו אצלו פרכוסים שבעטיים הוא קיבל טיפול פסיכיאטרי, אשר נפסקו בעקבות טיפול אצל שייח.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
1557,ולא טען לאפילפסיה מילדות או לקבלת טיפול לאפילפסיה.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1558,"הנאשם ביצע את מעשיו בצהרי יום, במרחב הציבורי, מבלי להסתיר את עצמו, באופן המלמד על חוסר גבולות פנימי ועל אי מורא דין, המחייבים הרתעה אישית למניעת הישנות מעשים דומים.",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
1559,"תופעת השימוש בנשק חם במסגרת סכסוכים, רווחת מאוד, במיוחד במגזר הבדואי.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1560,וסכנותיה לשלום הציבור מחייבות הטלת ענישה שיהיה בה כדי להרתיע את הציבור מפני ביצוע עבירות נשק.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1561,"בהתחשב בכל האמור, אני גוזר על הנאשם את  העונשים הבאים:",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1562,"תשומת לב שב""ס להמלצת שירות המבחן לבחינת מצבו וצרכיו של הנאשם בתחום בריאות הנפש.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1563,זכות ערעור תוך 45 יום.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1564,"54678313ניתן היום,  ט""ו תמוז תשפ""ב, 14 יולי 2022, בנוכחות הצדדים.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1565,"הנאשם הורשע על יסוד הודאתו בעובדות כתב אישום מתוקן בעבירה של נשיאת נשק שלא כדין, לפי סעיף 144(ב) רישא וסיפא לחוק העונשין, תשל""ז-1977 (להלן - חוק העונשין).",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1566,"הסנגורית עמדה על הודאתו המידית של הנאשם במיוחס לו כבר בשטח עת נלכד על-ידי המשטרה, וביקשה לראות בכך כאינדיקציה מובהקת לכך שהנאשם מבקש לשנות מאורחות חייו.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1567,"בסיכומו של טיעון, סברה הסנגורית כי יש מקום לגזור את דינו של הנאשם בסמוך לרף התחתון של מתחם העונש ההולם המוצע על-ידה, וזאת נוכח גילו הצעיר, נתוניו המורכבים, הודאתו ורצונו לשקם את חייו.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
1568,"על יסוד הודאת הנאשם בעובדות כאמור, הוא הורשע בעבירות נשק (החזקה ונשיאת נשק ותחמושת), לפי סעיף 144(א) ו - (ב) רישא וסיפא בחוק העונשין התשל""ז – 1977 (להלן: ""חוק העונשין""); ירי מנשק חם, לפי סעיף 340א' (ב)(1) בחוק העונשין; היזק בזדון, לפי סעיף 452 בחוק העונשין; חבלה במזיד, לפי סעיף 413ה'",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1569,"אשר לעונש הראוי לנאשם, ציין שהנאשם צעיר, ללא עבר פלילי, אשר הודה במיוחס לו ולקח אחריות על מעשיו.",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0
1570,"להשלמת התמונה יצוין, כי בעובדות כתב האישום שהנאשם הודה בהן, מתואר, שמספר כדורי 9 מ""מ שהנאשם ירה פגעו ברכב המנהל וכדור אחד חדר למבנה ופגע בארון.",0,1,0,1,0,1,0,1,0,0,0,0,0,0,1.0,0.0
1571,בגזירת עונשו של הנאשם אני מביא בחשבון את גילו הצעיר של הנאשם; העובדה שאין לו עבר פלילי והוא שמר על יציבות תעסוקתית; הודאת הנאשם; נסיבותיו האישיות והמשפחתיות המורכבות; והעובדה שזהו מאסרו הראשון של הנאשם ומטבע הדברים הוא יגרום לפגיעה בנאשם ובמשפחתו.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
1572,במהלך הנסיעה נשא הנאשם והוביל אקדח חצי אוטומטי מסוג FN.,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.0,0.0
1573,"הנאשם נשא את האקדח על גופו בתוך תיק צד, כשהוא טעון ב- 11 כדורים ודרוך.",0,0,0,1,0,1,1,1,0,1,0,0,0,0,1.0,0.0
1574,"התובע, עו""ד יוסי קורצברג, עמד בטיעוניו על חומרת המעשה, תוך הדגשת העובדה כי מדובר באקדח אותו נשא הנאשם בטבורה של עיר, כשהוא טעון ודרוך.",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0,0.0
