text,reject,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CONFESSION,CONFESSION_LVL2,CIR_TYPE_WEP,CIR_PURPOSE,CIR_PLANNING,CIR_MONEY_PAID_WEP,CIR_HELD_WAY_WEP,REGRET,RESPO,CIR_USE,CIR_STATUS_WEP,CIR_OBTAIN_WAY_WEP,CIR_BUYER_ID_WEP,CIR_AMMU_AMOUNT_WEP
"העד:	את האמת, לא, לא הייתי, אתם יכולים לראות את הקלטות, אני הייתי בכלל לא בעולם הזה"" (עמ' 627 (690) לפרוטוקול).",,,,,,,,,,,,,,,,,,
"למעשה, כמאל נתפס בשורה של שקרים בוטים בעניינים מהותיים, כדלקמן:",,,,,,,,,,,,,,,,,,
"כמאל העיד בפנינו, שהעביר למפעילו (כמאל היה מודיע משטרתי – ע.צ.), רס""ר אפריאט, עוד בערב הפיצוץ, ידיעה שישנו מטען במוסך (""אני רוצה להגיד, נזכרתי, שאני הודעתי באותו יום כאילו שהכינו את המטען, הודעתי לקצין מודיעין אחד בשם אבי אפריאט, שישנו מטען במוסך וזה, אבל לא עשו כלום"" - עמ' 531 (594) לפרוטוקול), בעוד שהוכח שידיעה כזו לא נרשמה ואפריאט לא אישר שקיבל אותה (ראו עמ' 945 (1019) לפרוטוקול).",,,,,,,,,,,,,,,,,,
"כמאל הודה, כי שיקר בתשובתו לשאלת כבוד השופט טל, שראה את המטען: ""מה היה, מה בדיוק ראית?",,,,,['לא'],,,,,,,,,,,,,
"אופנוע שלוחצים ברגלית אז יש לו חוט שמושך מהפידל לכפתור, ואז נהיה אור ברקס, כמו שיש ברכב אבל ברכב יש בתוך הפידל בפנים.",,,,,,,['תת-מקלע מאולתר (מקלע מאולתר)'],,,,[],,,[],,,,
"יחיא קשר לזה את הבטריות וקשר לו חוט עם הקרס, והדגים לביאליק, במקום שישים נפץ חשמלי, הוא לא שם נפץ חשמלי על מנת שלא יתפוצץ, הוא שם שם מנורה קטנה, והוא הדגים לביאליק, בזמן משיכה זה נדלק, כביכול שהמטען פועל, וזו היתה השיטה.",,,,,,,['מטען חבלה מאולתר'],,,,,,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,
"אני אותו רגע ראיתי גם."" (עמ' 529 (592) לפרוטוקול), משענה (לאחר שלא עלה בידו לזכור, האם הבטריות שקנה לטענתו לבקשת הנאשם באותו ערב היו מרובעות או עגולות), בתשובה לשאלת הסנגור ""ש: אז אתה ראית שמחברים למטען בטריה אחת.",,,,,,,['אקדח'],,,,,,,,"['נשק עם מחסנית בהכנס', 'נשק עם כדור בקנה']",,,
"ראית אותה בעיניים, אז תגיד לנו מרובעת או עגולה.",,,,,,,,,,,,,,,,,,
"ת: אני חוזר ואומר, עוד פעם אני אומר, מה שיחיא סיפר לי אז שהוא התוודה לי, איך היה החיבור של המטען, אמרתי וציירתי לכם."" (עמ' 631 (694) לפרוטוקול.",,,,,['לא'],,,,,,,,,,,,,
"כלומר, כמאל הודה בפה מלא שגירסתו שראה את המטען במו עיניו היא שקרית.",,,,,['לא'],,,,,,,,,,,,,
"כמאל שיקר באשר ללוח-הזמנים ביום שלמחרת הרצח, כאשר בפני ההרכב האחר טען ששמע עליו בשעה 06:00 בבוקר, בעוד הפיצוץ אירע בשעה 09:30:",,,,,,,,,,,,,,,,,,
"ביום 18.6.2003, אז זכרת אולי יותר טוב מהיום?",,,,,,,,,,,,,,,,,,
"חזרתי לשיקום, נכנסתי לחדר, בשעה 6:00 בבוקר יצאתי.",,,,,,,,,,,,,,,,,,
לא היה לי אופנוע.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"אמרתי לו, בסדר.",,,,,,,,,,,,,,,,,,
"ביקשתי מאשתי אני חושב או מ..., הקפיצו אותי שם.",,,,,,,,,,,,,,,,,,
בדרך שמעתי מהנהג מונית שהתפוצץ עבריין בשוק האפור בראשון בעוצמה.,,,,,,,,,,,,,,,,,,
מהפיצוץ נהרג הילד.,,,,,,,,,,,,,,,,,,
"הוא אמר, יצאתי ביום 6:00 בבוקר, אבל הוא לא אומר מתי שמעתי.",,,,,,,,,,,,,,,,,,
"אל תפריע לי, כבר נו, בחייך.",,,,,,,,,,,,,,,,,,
"אני רוצה לחזור שוב לאותו דבר שאני אומר, שאני לא רוצה לחשוף.",,,,,,,,,,,,,,,,,,
"יש דברים שאני לא רוצה לחשוף אותם, והם מונעים ממני לחשוף.",,,,,,,,,,,,,,,,,,
"לפעמים גם שהייתי יוצא מהשיקום, היה לי גם שיחות והיה לי ישיבות, והיה לי, אני לא אתחיל לספר לבית המשפט.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
אני לא רוצה להיכנס לזה.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"הוא אומר, חזרתי מהכלא הביתה.",,,,,,,,,,,,,,,,,,
בדרך שמעתי מנהג מונית שהתפוצץ עבריין.,,,,,,,,,,,,,,,,,,
"העד:	 אני לא רוצה, שמעתי מהנהג מונית, ושמעתי ברדיו, ושמעתי גם מגוף אחר לגמרי.",,,,,,,,,,,,,,,,,,
"כמאל שיקר, משטען כי בידוי הראיות בו הודה והורשע היה תרגיל חקירה מטעם חוקרי המשטרה:",,,,,['לא'],,,,,,,,,,,,,
אני לא מבקש מאף אחד שיאמין לי.,,,,,,,,,,,,,,,,,,
"העד:		לא אשם, אני לא אומר אשם.",,,,,,,,,,,,,,,,,,
"ש:		לא, כי אתה אומר שלא עשית.",,,,,,,,,,,,,,,,,,
"חתמתי, נשפטתי.",,,,,,,,,,,,,,,,,,
אני אין לי שום טענות לאף אחד.,,,,,,,,,,,,,,,,,,
"אני לא, שום כוונה.",,,,,,,,,,,,,,,,,,
"כאמל בדה סיפורים דמיוניים על האזנות סתר שביצע לנאשם, לביאליק ולשרר ועל קלטות שהיו אמורות לאמת את עדותו, שלא הומצאו עד עצם היום הזה, כדלקמן: "" ש.  אני לא מבין, אתה אמרת שראית את הכנת המטען, אז איך אתה אומר שלא היית בחדר?",,,,,,,,,,,,,,,,,,
"ת.  אני לא ידעתי ששון עומד מאחורי זה אך ורק ששון התווה לי, הקלטתי אותו גם שהתוודה לי וככה אספתי קצת חומר, ואם הייתי נותן את החומר שאני אספתי, לא הימ""ר ולא אף אחד היה אוסף את החומר הזה, אני שמתי ליחיא הקלטות בתוך הבית, האזנתי ליחיא לכל שיחה, אתה מבין כי ידעתי יחיה כל פעולה שהוא עושה בבית וזה הכל אני"" (נ/12 עמ' 360).",,,,,,,,,,,,,,,,,,
ש:	ואתה הקלטת את השיחות בין יחיא לבין ציון שהם מתכננים מזימות.,,,,,,,,,,,,,,,,,,
"ש:	ויש לך הרבה מאוד קלטות, ואתה בעדויות שלך במשטרה, אמרת כל הזמן לאפרים, כשביקשת אתה להיות עד מדינה, אמרת לו, אני.",,,,,,,,,,,,,,,,,,
"זה אולי אחרי זה, אמרתי לו, אם אני אהיה עד מדינה, מה תיתן לי?",,,,,,,,,,,,,,,,,,
"ש:		אבל אמרת לו, אני בבית המשפט אני אמסור את כל הקלטות, נכון?",,,,,,,,,,,,,,,,,,
ת:		אני אספר את האמת.,,,,,,,,,,,,,,,,,,
"ת:	כי ביררתי עם מי שצריך לברר, ואני לא יכול לתת שום קלטת, למה יש שם דברים שאני לא יכול לחשוף.",,,,,,,,,,,,,,,,,,
"ש:	שיחיא מתוודה בפניך ברצח, אתה לא יכול למסור?",,,,,['לא'],,,,,,,,,,,,,
"העד:	הם לא מוכנים לחשוף וכב' השופטת יודעת בדיוק במה מדובר, ואנחנו, אני לא יכול להיכנס לשום דבר.",,,,,,,,,,,,,,,,,,
"העד:		אמרתי לאפרים ברכה, ורציתי לתת לו.",,,,,['לא'],,,,,,,,,,,,,
"העד:	ביקש ממני, ואני חושב נסעתי איתו לבית לחפש את זה, ולא.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
אחד כאילו שרק יחיא מדבר.,,,,,,,,,,,,,,,,,,
"העד:		יש להם קלטות, יש הכל.",,,,,,,,,,,,,,,,,,
"העד:		שאל, אני לא אכנס לזה עוד פעם, אני נמנע.",,,,,,,,,,,,,,,,,,
"שראו שאני מדבר בלי שום תמורה, בלי שום הסכם עד, ואני מוכיח בשטח, הכל שחור על גבי לבן, בדיוק מה החלק שלי, ומה החלק של יחיא.",,,,,,,,,,,,,,,,,,
"אם יחיא עמד מולי באותו רגע בעימות, ואומר לי, אני לא חיסלתי.",,,,,,,,,,,,,,,,,,
אני בסך הכל עזרתי.,,,,,,,,,,,,,,,,,,
"את יודעת, את שפטת אותי.",,,,,,,,,,,,,,,,,,
"עו""ד כהן:	תראה, אני יכול להבין, אולי אני אשאל אותך, תראה, אתה מספר ששמעת את ציון, שציון קיבל כסף כדי לשלוח להרוג את סרגיי יחד עם אשר, וגם את זה הקלטת.",,,,,,,,,,,,,,,,,,
"ציון מתכנן עם יחיא ללכת לאשר אילוז, לנסות להוציא ממנו כסף, כביכול, להגיד לו מי חיסל את הבן שלו.",,,,,,,,,,,,,,,,[],,
"קלטת, אני אומר לך עוד הפעם, אין קלטות, מת.",,,,,,,,,,,,,,,,,,
"ש:	לא הבנתי, הקלטות אתה אומר נמצאות אצלך, לא אצלך פיזית, אבל אתה יכול להגיע אליהן אם תרצה.",,,,,,,,,,,,,,,,,,
ת:	אני גם לא יכול להגיע אליהן.,,,,,,,,,,,,,,,,,,
יש עכשיו משפט שזה מתחיל ואנחנו לא יכול להיכנס לזה.,,,,,,,,,,,,,,,,,,
אני פשוט היה לי כלים שהייתי צריך להשתמש בהם למטרה.,,,,,,,,,,,,,,,,,,
ת:	למה חשבתי שאני יכול יום מהימים למסור את זה.,,,,,,,,,,,,,,,,,,
לא עושים שום דבר.,,,,,,,,,,,,,,,,,,
"יודעים שסרגיי הולך להירצח, לא עשו שום דבר.",,,,,,,,,,,,,,,,,,
"רק ליבר מתקשר אלי ואומר לי, תגיד לי, איזה סרגיי, זה שנרצח היום?",,,,,,,,,,,,,,,,,,
ניתקתי לו את הטלפון.,,,,,,,,,,,,,,,,,,
"אמרתי לו, אל תתקשר יותר אלי.",,,,,,,,,,,,,,,,,,
"אל תדבר איתנו בכלל, עזוב אותי בשקט, זה הכל.",,,,,,,,,,,,,,,,,,
"ש:		מר טורק, למה סיפרת לשוטרים, שהבן שלך בלע את הקלטות?",,,,,,,,,,,,,,,,,,
ת:		אולי אמרתי לו שהרס.,,,,,,,,,,,,,,,,,,
"היה קלטת כן, שאחת, שהילד הרס אותו.",,,,,,,,,,,,,,,,,,
"זה היה לי בתוך הארון, והבן שלי יום אחד שם אותה, ושמע, אז לקחתי לו.",,,,,,,,,,,,,,,,,,
"אחרי זה כאילו אמרתי, אמרתי לאפרים, אולי הבן שלי עוד פעם לקח את זה ושאלנו אותו.",,,,,,,,,,,,,,,,,,
ת:		הלוואי שלא האמין לאף מילה שלי.,,,,,,,,,,,,,,,,,,
ת:		אל תשכח שאני אסיר.,,,,,,,,,,,,,,,,,,
"ש:		אתה אסיר, ובכל זאת היה לך טייפ ואפשרות להקליט, אמצעים.",,,,,,,,,,,,,,,,,,
"ש:	בכספת באבו כביר, היו לך אמצעים שבאמצעותם יכולת להקליט שיחות בינך לבין אפרים לבין השוטרים.",,,,,,,,,,,,,,,,,,
העד:	אני יכול להגיד לך רק שאני איש טכני.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
קיבלתי קורס להיות איש טכני.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
וגם קיבלתי קורס לחבלה.,,,,,,,,,,,,,,,,,,
"זאת ועוד; אני מסכימה עם השקפת הסנגורים הנכבדים שהימנעות המשטרה והמאשימה לבדוק ביומן הכלא את שעת חזרתו של כמאל לכלא מעשיהו (שם היה בשיקום והורשה לצאת בשעות מסוימות לעבודה – ע.צ.) באותו ערב שלפני הרצח, פועלת לזכות הנאשם, אך מזווית קצת אחרת.",,,,,,,,,,,,,,,,,,
"בנסיבות תיק זה, ובפרט ביחס לעד הנדון, שהמאשימה ידעה שמהימנותו עומדת בספק עוד לפני שהתחיל להעיד, הייתי מצפה שהמאשימה תביא בפנינו כל חיזוק אפשרי לעדותו.",,,,,,,,,,,,,,,,,,
"הימנעות המאשימה מחשיפת מידע רלבנטי וזמין שעמד לרשותה, על שעת חזרתו המדויקת של כמאל לכלא מעשיהו באותו ערב, וזאת ללא הסבר, אומרת דרשני ומחזקת את גרסת ההגנה.",,,,,,,,,,,,,,,,,,
"סמי הוכרז במשפט כעד עוין וטען, כי שיקר בחקירתו במשטרה באומרו, כי ראה את הנאשם עם אחרים עוסקים בהכנת המטען בערב שקדם לרצח.",,,,,['לא'],,,,,,,,,,,[],,
"אפילו אם נאמר שהפך עד עוין במשפט כי רצה להחזיר לנאשם טובה (כפי טענת המאשימה בסיכומיה), עדיין אין בכך הוכחה שבחקירותיו אמר אמת, משום שהוכח שבאותה עת הנאשם היה עסוק עדיין בהפללתו ולא בהצלתו.",,,,,,,,,,,,,,,,,,
"המאשימה טוענת בעמ' 111 לסיכומיה כי ""סמי טורק היה האדם אשר מסר למשטרה לראשונה כי המטען הורכב באמצעות רימון"" וכי ""לעניין זה יש ליתן משקל מכריע ביותר: ראשית, משום שהמטען הורכב גם מרימון.",,,,,,,"['המאשימה טוענת שסמי טורק מסר למשטרה שהמטען הורכב באמצעות רימון, מה שמצביע על כך שהנשק המדובר הוא']",,,,,,,,['נשק עם מחסנית בהכנס'],,,
"משהוכח ששרידי מטען הנפץ הכילו כדור מקלע רימונים ולא רימון-יד, טענת המאשימה שרימון-היד המוזכר על ידי סמי הוא פרט מוכמן בעל משקל מכריע, איננה מבוססת.",,,,,,,['רימון רסס'],,,,,,,,,,,
"העובדה ששרידי מטען הנפץ הכילו כדור מקלע רימונים, שנעדר מתיאורם של כמאל וסמי את המטען שראו, מפריכה את טענתם שראו את מטען הנפץ והכנתו, בייחוד משהאחד טוען שראה רימון-יד והשני אינו מזכיר אותו.",,,,,,,['רימון רסס (רימון יד)'],,,,,,,,['נשק עם מחסנית בהכנס'],,,
"האמת היא שהמאשימה לא דקא פורתא, כי סמי לא טען שראה את הנאשם עושה שימוש במתקן אור הברקס להרכבת המטען באותו ערב שלפני הרצח, אלא:",,,,,,,,,,,,,,,,,,
"לינג: אבל איך אתה יודע שזה מטען, נשמה איך אה איך אתה יודע שזה מטען, איך אתה יודע, למה אתה זורק חבלה רימון",,,,,,,,,,,,,,,,,,
"מטען משהו אחר לא יודע, לא זוכר",,,,,,,,,,,,,,,,,,
"סמי: זוכר שפעם קנה גם את האוטומט הזה של האופנוע גם, גם הכין פעם כמה כאלה",,,,,,,,,,,,,,,,,,
"סמי: משהוא כזה, קנה כמה כאלה גם פעם אני זוכר קנה שניים שלוש משהוא כזה",,,,,,,,,,,,,,,,,,
סמי: אני אומר לך שהם הכינו תמטען שמו לו לא יודע מי שם אבל זה...,,,,,,,,,,,,,,,,,,
"תבדוק את זה, זה אם הייתי יודע בודאות הייתי אומר לך מליון אחוז.",,,,,,,,,,,,,,,,,,
"מי שטען שראה ערב הרצח ""כפתורים שמשמשים לאור ברקס של אופנוע"" היה כמאל דווקא (ואזכיר, שהודה שלא ראה אלא ששמע מהנאשם ושגם על כך ששמע מהנאשם אין להאמין לו).",,,,,['לא'],,,,,,,,,,,,,
"המאשימה ניסתה לשכנע שכמאל, סמי וטליאס לא עשו יד אחת כדי להפליל את הנאשם בביצוע הרצח נשוא תיק זה, אלא שכמאל, שלעדותו ביקשה שנאמין ללא סייג, אישר למעשה את גרסת סמי במשפט ואת גרסת הנאשם בעניין זה שהשלושה באו בדברים לאמור  ""טליאס ידע מכל הסיפור אולי, אולי, אני לא.",,,,,,,,,,,,,,,,,,
"ידע כל מיני, שמע גם.",,,,,,,,,,,,,,,,,,
"הסתירות בגרסות השלושה בפרטים שונים אינן שוללות תיאום אפשרי ביניהם, שהרי הוכח כי לכל אחד מהשלושה היה במועדים הרלבנטיים מניע ממשי למנוע מהנאשם להעיד נגדם, כך שהאפשרות שעשו יד אחת לסבכו אינה בלתי סבירה, כפי שהסביר סמי בעדותו בפנינו, לאמור:",,,,,,,,,,,,,,,,,,
"יש לזכות את הנאשם גם מעבירה של ניסיון לרצח אילוז, שכן משקבעתי שאין בידי להאמין לגרסה כלשהי מכלל גירסות העדים במשפט, לא יצאה המאשימה ידי חובתה להוכיח מעל ומעבר לכל ספק סביר שמעשיו עברו את שלב ההכנה והגיעו לכלל תחילת בצוע כנדרש להוכחת היסוד העובדתי של עבירה זו ולא יצאה ידי חובתה להוכיח מעל ומעבר לכל ספק סביר את היסוד הנפשי הנדרש להרשעה בעבירה זו (ראו ע.פ. 9511/01 קובקוב נ' מ""י, פ""ד נו (2) 687, וע.פ. 5150/93 פאיז סריס נ' מ""י, פ""ד מח(2) 183).",,,,,,,,,,,,,,,,,,
"הנאשם הודה בפנינו בפה מלא שלימד את ביאליק (ואחרים) כיצד להכין מטען-נפץ, להתקינו ולפוצצו.",,,,,['כן'],,,,,,,,,,,,,
"הנאשם הסביר, שביאליק (ואחרים) אמרו לו שהם זקוקים לידע זה למטרות הפחדה ואזהרה בלבד.",,,,,,,,,,,,,,,,,,
"הנאשם הודה שלאחר ששמע על הרצח, חשד שביאליק עשה בידע שרכש אצלו שימוש חורג מהמתואר ולכן כעס עליו מאוד, עד ששמע מביאליק שלא הייתה לו יד בהנחת המטען, כדלקמן:",,,,,['לא'],,,,,,,,,,,,,
לימדתי פעם.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"ת:	לימדתי איך שלהכין מטען, איך לפוצץ אותו.",,,,,,,,,,,,,,,,,,
אבל לא במטרה לפגוע באנשים.,,,,,,,,,,,,,,,,,,
"רגע, ואני מנסה להבין.",,,,,,,,,,,,,,,,,,
"אתה בעצם אומר שמה, הם היו באים אליך למיתחם ואתה היית מלמד אותם.",,,,,,,,,,,,,,,,,,
"אתה יודע מה הם היו עושים עם זה, לא יודע מה הם היו?",,,,,,,,,,,,,,,,,,
"ת:	הייתי מפרק אותו, מחביא אותו בבית.",,,,,,,,,,,,,,,,,,
"טוענים שיום לפני הפיצוץ, אתה עבדת על המטען אצלך בבית.",,,,,,,,,,,,,,,,,,
"אולי שבועיים, שלוש לפני.",,,,,,,,,,,,,,,,,,
זה מה שאמרו לי.,,,,,,,,,,,,,,,,,,
"זה מסובך, זה לא מסובך, קשה?",,,,,,,,,,,,,,,,,,
"ת:	לא, לא מסובך.",,,,,,,,,,,,,,,,,,
"יכולים לעשות את זה בתוך רבע שעה, 10 דקות.",,,,,,,,,,,,,,,,,,
"ש:	תראה, אנחנו שמענו שיום לאחר הפיצוץ, אתה מאד כעסת על ביאליק.",,,,,,,,,,,,,,,,,,
"יש פה הרבה מאד עדויות, רצית לדקור אותו, רצית להרוג אותו, לא יודע מה, היה ויכוח גדול.",,,,,,,,,,,,,,,,,,
"ת:	חשדתי בו שהוא רימו אותי, חשדתי בו גם במקרה של העניין של אשר.",,,,,['לא'],,,,,,,,,,,,,
"העד:	חשדתי בו, כאילו שאני לימדתי אנשים כאילו בבחינת אזהרה, בבחינת כל הדברים האלו.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"שקרה המקרה של אשר, אז התחלתי לחשוד, לחשוב מי יכול להיות עשה דבר כזה, יעני, כאילו יכול להיות.",,,,,,,,,,,,,,,,,,
"יעני כאילו, בגלל שאני לימדתי אנשים, ניצלו את זה ועשו כל הדברים האלו אולי אנשים אחרים.",,,,,,,,,,,,,,,,,,
"אז התחלתי לחשוב, מי יכול להיות עשה את זה.",,,,,,,,,,,,,,,,,,
תן לו לגמור את התשובה.,,,,,,,,,,,,,,,,,,
העד:	אז חשדתי בו.,,,,,,,,,,,,,,,,,,
"ואחרי כמה ימים אחרי המקרה, ואחרי שחשדתי בו שאם הוא עשה את זה, אומר לי אחרי כמה ימים, שבוע, שבועיים, אחרי שהיה לי ריב איתו גם בקשר, היה לי ריב איתו על העניין שהוא רימה אותי גם במשרד, רדפתי אחריו, רציתי להרביץ לו במוסך, והוא הלך ואחרי שבוע, שבועיים בא הסביר לי שאין לו קשר במטען והוא לא הניח את המטען גם של אשר, וזהו.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : כן', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
האמנתי לו.,,,,,,,,,,,,,,,,,,
העד:	לא אימנתי.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
לא אימנתי את כולם.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"אבל קודם אמרת, אחרי ששמעת את המקרה, חשדת שאולי זה מישהו שאתה לימדת להניח מטען.",,,,,,,,,,,,,,,,,,
אם אתה לא לימדת אותם?,,,,,,,,,,,,,,,,,,
"העד:	אני לא לימדתי את ששון ג'אן, אני לימדתי את, הסברתי לך, את ביאליק.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
אבל אני לצורך הפחדה אמרו לי.,,,,,,,,,,,,,,,,,,
וחוץ מזה גם חשדתי בו על העניין שגנב אותי ורציתי להרביץ לו.,,,,,,,,,,,,,,,,,,
ברח לי.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"עו""ד כהן:	אתה אמרת מקודם שאתה אימנת גם את ביאליק.",,,,,,,,,,,,,,,,,,
"אדוני נותן פרשנויות לדברים שלו תוך כדי הדיבור, וזה לא ראוי.",,,,,,,,,,,,,,,,,,
כמה זמן לפני המקרה אימנת או לימדת את ביאליק להכין?,,,,,,,,,,,,,,,,,,
אני לא יודע.,,,,,,,,,,,,,,,,,,
"לפני חודשיים, שלוש לפני הפיצוץ שאני מלמד אנשים.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
מה היה הקשר שלו עם אשר?,,,,,,,,,,,,,,,,,,
"ת:	ששון ג'אן היה לו סכסוך עם אשר, שהוא אמר לו שאתה שטינקר, אתה כאילו, סליחה, כאילו עובד עם המשטרה וכל הדברים האלו והם הסתכסכו ביחד, הוא ואשר, שניהם ביחד.",,,,,,,,,,,,,,,,,,
"והוא גם לכלך על השותף שלו למה קוראים לו, לששון ג'אן לכלך על השותף שלו, קוראים לו סרגיי.",,,,,,,,,,,,,,,,,,
ת:	הוא הכחיש.,,,,,,,,,,,,,,,,,,
"שאחרי זה הוא בא אלי, הוא הכחיש כל הדברים האלה.",,,,,,,,,,,,,,,,,,
"ת:	הכחיש, הוא אמר אני לא הנחתי את המטען ואין לי קשר בעניין הזה.",,,,,,,,,,,,,,,,,,
ת:	הלכתי לנחם אותו.,,,,,,,,,,,,,,,,,,
לנחם אותו.,,,,,,,,,,,,,,,,,,
"כאילו כאב לי על הילד, עליו על הזה.",,,,,,,,,,,,,,,,,,
הלכתי לנחם אותו לבית.,,,,,,,,,,,,,,,,,,
לא יודע.,,,,,,,,,,,,,,,,,,
"ת:	עשיתי כל מיני בירורים בשביל לדעת אם יש להם יד או משהו, שמישהו הניח את המטען, או למדו, בגלל שלמדו, הידע מה שהוא אצלי, ועשו אחרי הגב שלי, בלי שאני אדע דברים כאלו, איך אני אסביר את זה.",,,,,,,,,,,,,,,,,,
"אני כאילו חשבתי, חשבתי כל מיני, חשבתי על ששון ג'אן, חשבתי על קוני אם שלח אנשים, חשבתי על ציון, חשבתי אם גילקרוב יש לו יד.",,,,,,,,,,,,,,,,,,
"גם אחרי זה הכחיש, אמר אין לי יד בעניין הזה ואני לא יודע כלום.",,,,,['לא'],,,,,,,,,,,,,
וכולם התחילו להכחיש.,,,,,,,,,,,,,,,,,,
כל אחד הכחיש.,,,,,,,,,,,,,,,,,,
"התחלתי לברר בירורים, לפי שאני מברר.",,,,,,,,,,,,,,,,,,
"אז אמרו לך כל מיני דברים, מה אתה יודע בבטחון, מכל הבירורים האלה אתה יודע להגיד לביהמ""ש במאה אחוז?",,,,,,,,,,,,,,,,,,
ת:	אני לימדתי את ביאליק שבועיים.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
העד:	אני לימדתי את חיים ביאליק לפני שבועיים שלוש לפני הפיצוץ.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : כן', '11 : לא']",,,,,,,,,,,,,,,
"לימדתי הרבה לפני, אנשים גם לימדתי הרבה אנשים.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"עכשיו, אחרי הפיצוץ אני חשדתי בו, וחשדתי בו גם שהוא רימה אותי וזה.",,,,,,,,,,,,,,,,,,
ורבתי איתו אותו היום.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"יעני כאילו, אחרי המקרה רבתי איתו וזה.",,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : לא', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
"והוא, אחרי ששבוע הוא בא אלי ואמר לי שאין לו קשר בעניין הזה, והוא לא הניח את המטען והבנתי שאין לו יד בזה.",,,,,,,,,,,,,,,,,,
ת:	בבחינת אזהרה שום שם הוא לא אמר לי.,,,,,,,,,,,,,,,,,,
שום שם לא אמר לי.,,,,,,,,,,,,,,,,,,
"ת:	אני יודע, הוא לא אמר לי כלום.",,,,,,,,,,,,,,,,,,
אני לימדתי.,,,"['1 : לא', '2 : לא', '3 : לא', '4 : לא', '5 : לא', '6 : לא', '7 : כן', '8 : לא', '9 : לא', '10 : לא', '11 : לא']",,,,,,,,,,,,,,,
